Job Title,Company,Location,Experience Required,Job URL,Posted Date,Source,Description,Priority Score,Days Since Posted,Freshness,Salary,Deadline,Days Until Deadline,Skills Match %,Ready to Apply,Applied,Applied Date,Application Method,Application Error,Status,Notes
"Android Engineer, Terminal",Stripe,,,https://stripe.com/jobs/listing/android-engineer-terminal/7543559,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Android Engineer, Terminal OS Platform",Stripe,,,https://stripe.com/jobs/listing/android-engineer-terminal-os-platform/7557403,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, AI Security",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-ai-security/7826765,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Core Technology",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-core-technology/6042172,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Data",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-data/7913700,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Developer SDKs",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-developer-sdks/7557899,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Expansion",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-expansion/7775622,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Forward Deployed Engineering",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-forward-deployed-engineering/7249744,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Payments and Risk",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-payments-and-risk/6163230,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Payments and Risk",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-payments-and-risk/7232592,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Payments Experiences",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-payments-experiences/7895287,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer/API, Payments and Risk",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-api-payments-and-risk/4921361,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Développeur(-euse) principal(e) de logiciels (contenu) /Principal Software Development Engineer,Expedia,,,https://careers.expediagroup.com/job/d-veloppeur-euse-principal-e-de-logiciels-contenu-principal-software-development-engineer/montreal-quebec/R-107278/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Développeur(-euse) principal d’application mobile − Android / Senior Mobile Developer – Android,Expedia,,,https://careers.expediagroup.com/job/d-veloppeur-euse-principal-d-application-mobile-android-senior-mobile-developer-android/montreal-quebec/R-103195/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Développeur(-euse) de logiciels sénior(e) (contenu) / Senior Software Development Engineer,Expedia,,,https://careers.expediagroup.com/job/d-veloppeur-euse-de-logiciels-s-nior-e-contenu-senior-software-development-engineer/montreal-quebec/R-106558/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Développeur logiciel III (généraliste – Contenu) - Software Developer III (Full Stack - Content),Expedia,,,https://careers.expediagroup.com/job/d-veloppeur-logiciel-iii-g-n-raliste-contenu-software-developer-iii-full-stack-content/montreal-quebec/R-106556/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Développeur logiciel II (généraliste – Contenu) / Software Developer II (Full Stack - Content),Expedia,,,https://careers.expediagroup.com/job/d-veloppeur-logiciel-ii-g-n-raliste-contenu-software-developer-ii-full-stack-content/montreal-quebec/R-106551/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Développeur(-euse) de logiciels III (contenu) / Software Developer III (Content),Expedia,,,https://careers.expediagroup.com/job/d-veloppeur-euse-de-logiciels-iii-contenu-software-developer-iii-content/montreal-quebec/R-106560/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Développeur(-euse) de logiciels II (contenu) / Software Developer II (Content),Expedia,,,https://careers.expediagroup.com/job/d-veloppeur-euse-de-logiciels-ii-contenu-software-developer-ii-content/montreal-quebec/R-106559/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Développeur logiciel III (Connectivité des partenaires) / Software Developer III (Partner Connectivity),Expedia,,,https://careers.expediagroup.com/job/d-veloppeur-logiciel-iii-connectivit-des-partenaires-software-developer-iii-partner-connectivity/montreal-quebec/R-106668/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Senior Software Development Engineer - GenAI Platform,Expedia,,,https://careers.expediagroup.com/job/senior-software-development-engineer-genai-platform/chicago-il/R-104200/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior Manager, Software Development Engineering: Lodging Booking Platform",Expedia,,,https://careers.expediagroup.com/job/senior-manager-software-development-engineering-lodging-booking-platform/austin-tx/R-104959/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"(Contract) Senior Data Scientist, Platform Inference – MarTech DS Measurement",Airbnb,,,https://careers.airbnb.com/positions/7732569/,,Airbnb,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Android Software Engineer, Quality Platform",Airbnb,,,https://careers.airbnb.com/positions/7744247/,,Airbnb,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Analytics Engineer, GFCO Analytics",Coinbase,,,https://www.coinbase.com/careers/positions/8024880,,Coinbase,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Analytics Engineer,Coinbase,,,https://www.coinbase.com/careers/positions/8020892,,Coinbase,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Senior Analytics Engineer (Platform - Financial Analytics),Coinbase,,,https://www.coinbase.com/careers/positions/7736521,,Coinbase,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior Data Scientist, CX Analytics",Coinbase,,,https://www.coinbase.com/careers/positions/8009392,,Coinbase,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior Site Reliability Engineer, Core AI Infrastructure",Coinbase,,,https://www.coinbase.com/careers/positions/7847431,,Coinbase,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior Software Engineer, CDP - Money Movement",Coinbase,,,https://www.coinbase.com/careers/positions/8013129,,Coinbase,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior Staff Software Engineer, Data Platform",Coinbase,,,https://www.coinbase.com/careers/positions/7711287,,Coinbase,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior Staff Software Engineer, Payments",Coinbase,,,https://www.coinbase.com/careers/positions/7769273,,Coinbase,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Software Engineer, Enterprise Apps",Coinbase,,,https://www.coinbase.com/careers/positions/7958901,,Coinbase,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Staff Software Engineer, Backend - Platform (FinHub - Transfer)",Coinbase,,,https://www.coinbase.com/careers/positions/7761563,,Coinbase,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Staff Software Engineer, Solana Staking Protocol",Coinbase,,,https://www.coinbase.com/careers/positions/7684298,,Coinbase,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Senior Software Engineer - Blockchain Network,Coinbase,,,https://www.coinbase.com/careers/positions/7967649,,Coinbase,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Senior Software Engineer - Data Platform,Coinbase,,,https://www.coinbase.com/careers/positions/7812407,,Coinbase,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Senior Software Engineer - Data Platform,Coinbase,,,https://www.coinbase.com/careers/positions/7851231,,Coinbase,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
