Job Title,Company,Location,Experience Required,Job URL,Posted Date,Source,Description,Priority Score,Days Since Posted,Freshness,Salary,Deadline,Days Until Deadline,Skills Match %,Ready to Apply,Applied,Applied Date,Application Method,Application Error,Status,Notes
"Android Engineer, Terminal",Stripe,,,https://stripe.com/jobs/listing/android-engineer-terminal/7543559,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Android Engineer, Terminal Developer Productivity",Stripe,,,https://stripe.com/jobs/listing/android-engineer-terminal-developer-productivity/7550154,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Android Engineer, Terminal Global Payments",Stripe,,,https://stripe.com/jobs/listing/android-engineer-terminal-global-payments/7778627,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Android Engineer, Terminal OS Platform",Stripe,,,https://stripe.com/jobs/listing/android-engineer-terminal-os-platform/7557403,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, AI Security",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-ai-security/7826765,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Core Technology",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-core-technology/6042172,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Core Technology",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-core-technology/7182617,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Data",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-data/7913700,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Expansion",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-expansion/7775622,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Forward Deployed Engineering",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-forward-deployed-engineering/7249744,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Payments Experiences",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-payments-experiences/7895287,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer, Privy",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-privy/7235875,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Backend Engineer/API, Payments and Risk",Stripe,,,https://stripe.com/jobs/listing/backend-engineer-api-payments-and-risk/4921361,,Stripe,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Senior Software Development Engineer, Advertising Technology",Expedia,,,https://careers.expediagroup.com/job/senior-software-development-engineer-advertising-technology/chicago-il/R-100032/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Android Engineer III,Expedia,,,https://careers.expediagroup.com/job/android-engineer-iii/chicago-il/R-101649/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Director, Software Development Engineering - Experience Management Platform",Expedia,,,https://careers.expediagroup.com/job/director-software-development-engineering-experience-management-platform/chicago-il/R-105617/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
iOS Engineer II,Expedia,,,https://careers.expediagroup.com/job/ios-engineer-ii/chicago-il/R-101652/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
"Software Development Engineer III - Back End, GenAI Platform",Expedia,,,https://careers.expediagroup.com/job/software-development-engineer-iii-back-end-genai-platform/chicago-il/R-104201/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Principal Software Development Engineer - Developer Productivity & Insights,Expedia,,,https://careers.expediagroup.com/job/principal-software-development-engineer-developer-productivity-amp-insights/chicago-il/R-105467/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Principal Software Development Engineer - Developer Productivity & Insights,Expedia,,,https://careers.expediagroup.com/job/principal-software-development-engineer-developer-productivity-amp-insights/austin-tx/R-105467-1/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Principal Software Development Engineer - Developer Productivity & Insights,Expedia,,,https://careers.expediagroup.com/job/principal-software-development-engineer-developer-productivity-amp-insights/san-jose-ca/R-105467-2/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Principal Software Development Engineer - Developer Productivity & Insights,Expedia,,,https://careers.expediagroup.com/job/principal-software-development-engineer-developer-productivity-amp-insights/seattle-wa/R-105467-3/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Senior Software Development Engineer - GenAI Platform,Expedia,,,https://careers.expediagroup.com/job/senior-software-development-engineer-genai-platform/chicago-il/R-104200/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Software Development Engineer III - AI Engineer,Expedia,,,https://careers.expediagroup.com/job/software-development-engineer-iii-ai-engineer/austin-tx/R-102785/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
Principal Software Development Engineer,Expedia,,,https://careers.expediagroup.com/job/principal-software-development-engineer/austin-tx/R-101767/,,Expedia,,25,None,Unknown,,,,0.0,Yes,No,,,,Not Applied,
